ID,Comment Text,Translated
73,새론양 너무 가슴아픕니다<br>하지만  모든일은 두사람만 아는건데<br>김수현 이렇게 몰고가서  한사람 인생 망가트리는건 잘못됐음,"Thật đau lòng cho Saeron.<br>Nhưng mọi chuyện chỉ có hai người biết.<br>Việc dồn Kim Soo Hyun vào thế này và hủy hoại cuộc đời một người là sai trái.
"
74,이채널에. 고 이선균씨도. 피해자의한사람이죠,"Kênh này cũng vậy. Người đã khuất Lee Sun Kyun cũng là một nạn nhân.
"
75,남의 잘못을 영혼까지 물어뜯어버리는 제3자의. 잔인한 유튜브.  가해자란사람의. 어떤처지나 환경은 전혀담지않고. 잔인한 동물근성만 발휘하죠,"YouTube tàn nhẫn, nơi người thứ ba xâu xé lỗi lầm của người khác đến tận linh hồn. Không hề xem xét hoàn cảnh hay môi trường của người được gọi là thủ phạm, chỉ thể hiện bản năng động vật tàn nhẫn.
"
76,김수현씨 이 위기잘넘어가길바래요. 잘못한것은 사과하세요.  이런 유튜브에 넘어가지 마시길바랍니다,"Mong Kim Soo Hyun vượt qua được khủng hoảng này. Nếu có làm sai, hãy xin lỗi. Mong anh đừng để bị lung lay bởi mấy kênh YouTube này.
"
77,"탄핵반대 하는 인간이 새론이 편드는거 보니, 겁나 안어울리네 ..","Thấy cái thằng phản đối luận tội bênh vực Shin Se-kyung, đúng là không hợp tí nào...
"
78,이런넘은 가만두면 안되는거잖아 응징을해야지,"Không thể bỏ qua loại người này được, phải trừng trị thôi.
"
79,Rip KSH,"Vô cùng thương tiếc KSH.
"
80,Ini akun garesero yang real kah?,"Đây có phải là tài khoản thật của Garesero không vậy?
"
81,yes,"ừ
"
82,Ngga ada bahasa Indonesia apa bang?,"Không có tiếng Indonesia hả bạn?
"
83,"안녕하세요. 저는 아르헨티나에서 왔어요. 소통을 위해 번역기를 사용하고 있습니다.<br><br>우리는 한국 사회가 연예인들에게 매우 가혹하다고 생각합니다. 그들이 실수를 바로잡을 기회를 주는 대신, 끝까지 괴롭혀 결국 죽음에 이르게 하기도 합니다.<br><br>김새론의 경우, 그녀는 너무 젊었고 그렇게까지 고통받을 필요가 없었다고 생각합니다. 반면, 김수현은 해외에서 가장 사랑받고 유명한 배우 중 한 명일지도 모르지만, 미성년자와의 교제는 절대 용서할 수 없는 일이며, 이쪽 세계에서는 그의 명성을 회복할 방법이 없습니다. 그는 수천 명의 팬을 잃었고, 미성년자를 조종하고 관계를 맺은 것에 대해 정당한 이유로 완전히 비난받고 있습니다.<br><br>하지만 김새론에 대한 공격을 보면서, 한국 네티즌들의 과도한 증오가 무섭게 느껴지기도 합니다!","Xin chào. Tôi đến từ Argentina. Tôi đang sử dụng máy dịch để giao tiếp.

Chúng tôi nghĩ rằng xã hội Hàn Quốc rất khắc nghiệt với những người nổi tiếng. Thay vì cho họ cơ hội sửa chữa sai lầm, họ lại quấy rối đến cùng và cuối cùng dẫn đến cái chết.

Trong trường hợp của Kim Sae Ron, tôi nghĩ cô ấy còn quá trẻ và không đáng phải chịu đựng đến vậy. Mặt khác, Kim Soo Hyun có lẽ là một trong những diễn viên được yêu thích và nổi tiếng nhất ở nước ngoài, nhưng việc qua lại với trẻ vị thành niên là điều không thể tha thứ được, và trong thế giới này, không có cách nào để anh ta phục hồi danh tiếng của mình. Anh ấy đã mất hàng nghìn người hâm mộ và hoàn toàn bị chỉ trích vì thao túng và quan hệ với trẻ vị thành niên.

Nhưng khi nhìn vào những cuộc tấn công vào Kim Sae Ron, tôi cảm thấy sự căm ghét quá mức của cư dân mạng Hàn Quốc thật đáng sợ!
"
84,디즈니플러스 신작 못나오게 해서 수찬억원 손해배상하게하자... 디즈니플러스에 항의합시다,"Hãy ngăn chặn các tác phẩm mới của Disney Plus và khiến họ phải bồi thường thiệt hại hàng trăm tỷ won... Hãy phản đối Disney Plus.
"
85,댓글 첨쓰는데 김수현 소득에 7억이면 진짜 공기밥 한그릇 값 아닌가...  멀 그거까지 다 먹겠다고 이렇게 까지 했나...,"Lần đầu bình luận, với thu nhập của Kim Soo Hyun thì 700 triệu won chắc chỉ đáng giá một bát cơm thôi nhỉ... Sao đến cả cái đó cũng muốn ăn hết vậy, phải làm đến mức này sao...
"
86,악마를보았다2 주연찍어야할듯 🫢,"Chắc phải quay ""Tôi thấy ác quỷ 2"" với vai chính mất 🫢
"
87,삼가 고인의 명복을 빕니다,"Xin thành kính phân ưu.
"
88,"ksh kamu sangat jahat, anak kecil itu pacar mu yang sudah kamu tiduri  , terus kamu campakan dan memaksa suruh bayar hutang. 😢😢","Mày đúng là đồ tồi tệ, con bé đó là bạn gái mày mà mày đã ngủ cùng, rồi mày đá nó và còn ép nó trả nợ. 😢😢
"
89,정말 여러 행동을 할 수 있는 많은 선택지가 있었는데도 그마저 가장 독한맘먹고 행동한게 자기 목숨까지 바쳐 그사람 생일에 세상 떠나기.... 이게 말이되나,"Thật sự là có rất nhiều lựa chọn để làm rất nhiều hành động khác nhau, vậy mà việc cố gắng quyết tâm nhất lại là tự kết liễu đời mình vào ngày sinh nhật của người đó... Chuyện này có lý không vậy?
"
90,Kawal terus pokonya..,"Cứ theo dõi sát sao nhé.
"
91,리누이=심마당=최진실=조성민=최진영=다 관려있다고 들었는데. 최진영이 심마담과 친분. 있었고. 결혼 후 조성민 사업 파트너 구해준다고 심마담 소개해주고 그런 심마담이 조성민과 눈이맞고. 그 죄책감에 최진영 괴로워 했고 최진실 조성민과 갈등 깊어지고 등등의. 후. ㅡㅡㅡㅡ 리누이 런칭. 심마담과 친한 연예인들 리누이 가방 다 메고 돌아다니고.  홍보해주고. 실제 사장=심마담 정계 연예계 등등 입김이 쎄다고 들었고. 불쌍한 새론씨 여기서 리누이 얘길. 듣네요. 가슴이 메어집니다ㅡ,"Tôi nghe nói Linoui = Simmadam = Choi Jinsil = Jo Sungmin = Choi Jin Young đều có liên quan đến nhau. Choi Jin Young có quen biết với Simmadam. Sau khi kết hôn, anh ấy giới thiệu Simmadam để giúp Jo Sungmin tìm đối tác kinh doanh, và rồi Simmadam phải lòng Jo Sungmin. Choi Jin Young cảm thấy đau khổ vì tội lỗi đó, mâu thuẫn giữa Choi Jinsil và Jo Sungmin ngày càng sâu sắc, v.v. Sau đó, Linoui ra mắt. Những người nổi tiếng thân thiết với Simmadam đều mang túi Linoui và đi khắp nơi, quảng bá cho nó. Tôi nghe nói rằng giám đốc thực tế = Simmadam có tầm ảnh hưởng lớn trong giới chính trị, giải trí, v.v. Thật đáng thương cho Saeron khi nghe thấy câu chuyện về Linoui ở đây. Tôi cảm thấy nghẹn lòng.
"
92,Such a sad story. She die on his birthday. Gone too soon. Hello from Indonesia. New subscribe Oppa ❤,"Một câu chuyện buồn. Cô ấy mất vào ngày sinh nhật của anh ấy. Ra đi quá sớm. Xin chào từ Indonesia. Đã đăng ký kênh của anh rồi nhé Oppa ❤
"
93,애초에 정상인은 미성년자 안 만남 <br>김새론 너무 어렸어서 사람 볼 줄 몰랐던거 같음,"Người bình thường ngay từ đầu đã không gặp gỡ vị thành niên rồi. Có vẻ như Kim Sae Ron còn quá nhỏ nên không biết nhìn người.
"
94,YG계약기간 종료시점에 꾀어내어 <br>신인트레이닝 시키고<br>책임진다니 신뢰했겠죠!!!,"Chắc hẳn đã tin tưởng vì được hứa hẹn sẽ lôi kéo đi khi hết hợp đồng với YG, đào tạo tân binh và chịu trách nhiệm!!!
"
95,광희 좋게 봤는데 ...<br>이시언도...기안84도<br>김수현과 더럽게 놀고 있네,"Tôi đã từng có cái nhìn tốt về Kwanghee...
Lee Si-eon cũng... Kian84 cũng
Đang chơi bẩn thỉu với Kim Soo-hyun kìa.
"
96,문형배가 음란물 좋아하는데 헌법재판소 소장 참 어처구니가 없다,"Thật là nực cười khi một kẻ thích nội dung khiêu dâm như Moon Hyung-bae lại là Chánh án Tòa án Hiến pháp.
"
97,윤석열대통령님  홧팅 입니다,"Tổng thống Yoon Suk-yeol, cố lên!
"
98,김수현 안 만났으면 연기 잘하고 잘살았을텐데.....닌기미,"Nếu không gặp Kim Soo Hyun thì chắc đã diễn xuất tốt và sống tốt rồi... Đồ con mẹ mày.
"
99,화가 난다.  ㄱ이럴때는 검창총장이 수사 강력하게 해야 하는게 정상 아니냐?,"Bực thật. Những lúc thế này chẳng phải Tổng kiểm sát trưởng phải điều tra mạnh mẽ mới là bình thường sao?
"
100,Boikot Kim Soohyun,"Tẩy chay Kim Soo Hyun
"
101,Usut sampai tuntas sampai karir ksh redup,"Điều tra triệt để đến khi sự nghiệp tàn lụi.
"
102,No se pero esto es muy turbio por que si el actor  tenía supuestamente una relación con la chica cuado tenía 15 años  si su familia estaba.  Entérada por que. No demando o. Iso escándalo.   Asta ahora que la chica no está ase. Todo esto,"Không biết nữa nhưng chuyện này thật là mờ ám, vì nếu diễn viên kia được cho là có quan hệ với cô gái khi cô ấy 15 tuổi, nếu gia đình cô ấy biết chuyện, tại sao họ không kiện hoặc làm ầm ĩ lên? Đến tận bây giờ khi cô gái không còn nữa thì mọi chuyện mới thành ra thế này.
"
103,"근데 절차의 문제고 나발이고 온 국민이 다 봤잖아. 평화롭던 밤이 한명의 그릇된 행동으로 나라가 이 모양 박살이 났는데 그에 대한 책임은 없고, 절차의 오류를 운운한다 ….. 참 못나 보이네.","Nhưng mà, bỏ qua mấy cái vấn đề thủ tục đi, cả nước người ta thấy hết rồi. Đêm hôm yên bình bỗng tan tành mây khói chỉ vì hành động sai trái của một người, vậy mà không có trách nhiệm gì, cứ lôi lỗi sai thủ tục ra nói... Thật là hèn hạ.
"
104,ARREST KIM-PEDO!!!,"BẮT KIM-ẤU DÂM!!!
"
105,김수현 원래나이가 86년생이라는 애기가 있는데 사실인가요?,"Có tin đồn Kim Soo Hyun sinh năm 86, điều đó có thật không?
"
106,Please give me translate😢,"Vui lòng cho tôi bản dịch 😢
"
107,"여배우가 2020년 예능 프로그램에서 보여준 아파트는 배우의 회사 소유였으며, 그녀는 2023년에 해당 회사를 인수인계했으며, 당시 그녀의 변호사가 이를 확인했다.","Căn hộ mà nữ diễn viên thể hiện trong chương trình tạp kỹ năm 2020 thuộc sở hữu của công ty của nữ diễn viên, và cô ấy đã tiếp quản công ty đó vào năm 2023, điều này đã được luật sư của cô ấy xác nhận vào thời điểm đó.
"
108,"정말 똑똑하다면 먼저 조사를 했을 텐데요. 2009년부터 2016년까지는 판타지오에 있었고, 2016년부터 2019년까지는 YG에 있었습니다.","Nếu mà thực sự thông minh thì đã tìm hiểu trước rồi. Từ 2009 đến 2016 là ở Fantagio, từ 2016 đến 2019 là ở YG.
"
109,쓰레기,"Rác rưởi.
"
110,Teks indonesia ngga ada kah 😢😭😭,"Có bản tiếng Indonesia không vậy 😢😭😭
"
111,"Anh ấy thật sự quá tệ với người yêu cũ, anh ấy rất giàu có không chấp nhận giúp người yêu cũ thì thôi lại đâm đơn kiện ra tòa và chụp hình như tin nhắn gửi cho báo chí, nghệ sĩ này có một lối sống không tốt","Anh ta thật sự tệ bạc với người yêu cũ. Anh ta giàu có mà không giúp đỡ thì thôi, lại còn kiện ra tòa và chụp hình tin nhắn gửi cho báo chí. Nghệ sĩ này có lối sống không ra gì.
"
112,순한 양을 가장하고 뒤로는 칼날을 들고<br>어린얘를  가스라팅해가며 <br>주물럭 거린 너  천벌 받을거임,"Mặt thì giả nai, sau lưng lăm lăm dao nhọn.
Còn đi gaslighting trẻ con,
Rồi giở trò sàm sỡ. Mày sẽ bị trời phạt.
"
113,애혀....,"Eo ôi...
"
114,Pak tolong tambahin sub indonesia plis🥲,"Xin hãy thêm phụ đề tiếng Indonesia, làm ơn 🥲
"
115,Aku kesini karena liat tiktok😢....tidak apa apa kan nyasar ke pusatnya,Tôi đến đây vì xem TikTok😢... Lạc đến tận gốc thế này cũng không sao chứ nhỉ
116,ngomong opo ra mudeng babarblas wkwk,"Nói gì không hiểu gì hết trơn á haha.
"
117,강력한 증거를 위해 갤러리에 날짜와 연도에 따른 사진을 업로드하여 KSH와 KSR에 대한 진실이 빠르게 밝혀질 수 있도록 🙏🥺😭,"Xin hãy tải ảnh lên thư viện theo ngày tháng năm để sự thật về KSH và KSR nhanh chóng được phơi bày để có bằng chứng mạnh mẽ 🙏🥺😭
"
118,아 ㅋ,ờ ha ha
119,사실이라면 김수현은 나르시스트의 표본..,"Nếu là thật thì Kim Soo Hyun đúng là hình mẫu của нарцисист (người mắc chứng нарцисизм)...
"
120,15살....이지아씨 처럼 보란듯이 살았으면 좋았을탠데...새론씨는 너무 착하기만 하고 여렸나보네요.,"Ước gì em ấy sống ngẩng cao đầu như chị Lee Ji Ah ở tuổi 15... Có vẻ như Saeron quá tốt bụng và non nớt.
"
121,백종원은 원래 무서웠음<br>근데 머리가 사람들 머리위에 있음,"Ngày xưa Baek Jong Won đáng sợ thật.<br>Nhưng giờ đầu anh ấy ở trên đầu mọi người rồi.
"
122,김수현의 모든 것을 완전히 밝혀 쓰레기통에 넣어 주기 바랍니다.,"Tôi muốn mọi thứ về Kim Soo-hyun bị phơi bày hoàn toàn và vứt vào thùng rác.
"
123,김수현도 소름끼칠 듯하네 ㅋㅋ 김지원이랑 찍은 드라마 잘 나가는 도중에 갑자기 같이 찍은 사진 스토리에 올려서 이미지 이상하게 만들지 않나 축복받아야 할 날에 죽질 않나 ㅋㅋ.. 나같아도 무서워서 장례식 안가고 소름이 끼치겠다 집착 수준이 과하더만 ㅋㅋ..,"Chắc Kim Soo-hyun cũng phải sởn da gà nhỉ ㅋㅋ Đang lúc phim đóng cùng Kim Ji-won nổi như cồn thì tự nhiên đăng ảnh chụp chung lên story làm hình tượng kỳ quặc đi, ngày đáng lẽ phải được chúc phúc thì lại chết không kịp trăn trối ㅋㅋ.. Nếu là tôi thì tôi cũng sợ đến mức không dám đi đám tang và thấy sởn cả gai ốc ấy chứ, mức độ ám ảnh đúng là quá đáng ㅋㅋ..
"
