ID,Comment Text,Token Count,Label
211,"ê má cộng đồng mạng đỉnh thiệt chứ, có cái nốt ruồi mà cũng nhận ra nữa",18,Trung lập
212,"Kim Soo Hyun thể hiện quyền lực của sao hạng Sao đó, 1 tay che trời luôn, kỳ này thì che mặt nè con",28,Không ủng hộ
213,"Ở hàn chứ không phải ở mấy nước khác đâu mà sao hạng Sao. 1 tay che trời được, nghệ sĩ hàn có drama đều do phóng viên dập không đó",33,Trung lập
214,"Mình móc nó đó bạn, bên Hàn đang có vụ máy bay quân sự ném nhầm vào khu dân ở nên bung bét vụ này ra liền",29,Không liên quan
215,Tại ảnh xu vì chính phủ đẩy ảnh ra làm bia nữa chứ thử không có vụ qân đội thả bom nhầm xem nó mua phóng viên lấy tiền lắp tin tức xong mua đám Youtube viết bài phản đối ngược lại liền,44,Không liên quan
216,"bạn ơi có nhận thì Kim sae ron vẫn bị chửi thôi. Kim sae ron cũng là diễn viên mà thừa biết lúc phim đg hot mà làm vậy ảnh hưởng thế nào ,nhưng vẫn leak hình người yêu cũ lên",47,Không ủng hộ
217,lúc đấy Kim soo hyun nhận thì Kim sae ron vẫn bị chửi bạn nhé. Kim sae ron cũng là diễn viên thừa biết lúc phim đg hot mà sơ xuất gì là phim đi tông lun .vậy mà đi leak cái hình người yêu cũ lên,55,Không ủng hộ
218,cho dù lúc đấy Kim soo hyun có nhận thì Kim sae ron vẫn bị chửi. Kim sae ron là diễn viên chắc cũng biết khi phim đg hot mà có sơ xuất gì là đi tông lun. vậy mà đi leak hình người yêu cũ lên. là bảo vệ Kim soo hyun đến cuối cùng chưa,65,Ủng hộ
219,chưa đủ tuổi che trời. đàn anh hạng Sao+ còn chưa che được. Kim Soo Hyun tuổi gì,22,Không ủng hộ
220,"đúng thế, quả này nó phải trả giá rồi",10,Không ủng hộ
221,ý là tại sao mình hẹn hò phải công khai lên cho mọi người biết vậy bạn???,21,Trung lập
222,Đúng là không nhất thiết phải công khai. Nhưng ít nhất cũng đừng phủ nhận gì mà tư tưởng vậy,21,Không ủng hộ
223,Không bắt buộc công khai nhưng đừng phủ nhận là được! Vì bên Kim soo hyun phủ nhận nên cộng đồng mạng mới bạo lực mạng Kim sae ron đó :,33,Không ủng hộ
224,"bạo lực mạng thật ra là do bên dân hàn toxic quá thôi. kể cả Kim Soo Hyun có thừa nhận thì em ý cũng bị chửi vì bảo là chia tay rồi đăng làm gì, phim đang chiêis đăng làm gì. còn liên quan tố hợp đồng phim qot",59,Ủng hộ
225,Ý là nếu có hẹn hò thì sao á mọi người. Tại sao phải xin lỗi?? Xin lỗi vì đã hẹn hò à??,29,Trung lập
226,Xin lỗi vì có hẹn hò nhưng phủ nhận á.có hẹn hò từ năm 2015 nhưng nói dối là từ 2019 nữa á. Không hỉu gì sao,31,Không ủng hộ
227,"Phủ nhận chuyện hẹn hò thì sao vậy? Lạ lắm hay như nào? Lúc Kim sae ron còn sống, 2 người thử công khai hẹn hò xem có bị fan và cdm chửi em nó không?",47,Ủng hộ
228,Nhưng mà vấn đề là gia đình kia muốn thừa nhận để làm gì? Mục đích gì vậy? Chứng cứ không có? Nói mồm bắt người ta thừa nhận à? Tự dưng chia tay 4 năm người dưng nói chuyện lã rồi còn bị đăng ảnh công khai cs đời tư :,59,Ủng hộ
229,Kim Soo Hyun có cũng có thừa nhận đâu ơ hay,11,Không ủng hộ
230,Mà giấu thì sao nhỉ chuyện riêng của người ta mà,11,Trung lập
231,Phủ nhận chuyện hẹn hò thì sao?,8,Trung lập
232,Mấy bữa trước công ty đã nói là hẹn hò khi bà này hơn 18 rồi mà ta. Còn việc kg công khai cũng đúng.vì ở thời điểm đó họ Ddang nổi tiếng mà ta.,40,Ủng hộ
233,Mới bóc thêm ảnh chụp outfit từ 2015 rồi á.bên này cứ đăng ảnh thôi để fan tự bóc outfit quang cảnh vậy đó.mà công ty thừa nhận đúng năm 2019 thời gian mà 2 bên tranh cãi.kiểu may quá mãi mới thấy kẽ hở để phủ nhận. Phủ nhận lần 1 thì chấp nhận đi. Phủ nhận lần 2 thì người ta sôi máu lên bóc toé loe ra chứ sao. Thừa nhận luôn đi có phải xong rồi không,94,Không ủng hộ
234,Vậy là ổng có hẹn hò khi bà này Ddang vị thành niên không bà,16,Trung lập
235,"Tui nghĩ không phải do chính phủ hàn quốc muốn che đậy vụ bom thì Kim soo hyun cũng không bị khui đâu. Mà Kim soo hyun cũng tội, tội chưa xử",35,Trung lập
236,yêu nhau cả hai tự nguyện mắc gì xử người ta đâu phải Kim Soo Hyun ép con này đâu,20,Ủng hộ
237,yêu trẻ vị thành niên là không sai hả bạn? [写真],16,Không ủng hộ
238,"Yêu trẻ vị thành niên là không tử tế đó mẹ, không phải tn mà phim sẽ nó để 18+ đâu",23,Không ủng hộ
239,Kim sae ron thiêng phết chứ đùa,8,Không liên quan
240,Tội gì ạh?!,6,Trung lập
241,thấy tội ông này gê yêu nhau 2 bên tự nguyện có vay có trả giờ chia tay bao nhiêu tội lỗi đổ lên đầu hết,27,Ủng hộ
242,Vì không nhận nên cộng đồng mạng mới tấn công con bé đấy . Bênh bất chấp thế,19,Không ủng hộ
243,Vay theo bạn khi dok nhận thi bé dok hk bị chửi à..,17,Không liên quan
244,đag y nhau mà không nhận thì ông này sai đàng này chia tay 4 năm rồi,18,Không ủng hộ
245,Mình nói thật khi cô ấy quyết định tung ảnh phải hiểu mình sẽ bị tấn công như thế nào. Chứ bạn đừng nói là do Kim soo hyun không trả lời mới đăng ảnh. Không liên lạc được với anh ta thì liên lạc qly và công ty.,53,Không ủng hộ
246,"sợ thật , hóa ra công ty của Kim Soo Hyun bịt mồm phóng viên hết luôn ?",20,Không ủng hộ
247,sao biết hay vậy,4,Không liên quan
248,"nghe tin lá cải làm gì bà:công ty giair trí mà bịt được mồm tất cả phóng viên,làm như tài phiệt,tổng tài trog phim",35,Trung lập
249,có tiền là được hết =,6,Không liên quan
250,"hoá ra công ty Kim Soo Hyun còn mạnh hơn cả công ty YG,SM,.... vì có thể bịt mồm phóng viên hết luôn",28,Không ủng hộ
251,Thay vì cố liên hệ Kim soo hyun sao không tự trọng tự đến công ty để giải quyết đi làm phiền người yêu cũ. Chia tay rồi phải có lòng tự trọng. Càng nói càng tự bôi mặt nhà mh.,44,Không ủng hộ
252,"Không nha ở Hàn Quốc giới chaebol hay người nổi tiếng dùng quyền lực để thao túng người không có tiếng nói từ thời Park Chung Hee rui,xã hội độc tài mà",37,Không ủng hộ
253,"Bên Kim soo hyun quen biết bên chính trị nên bịt đầu mối hết, ngày trước có pv đăng tin hh của 2 người họ thì 1 thời gian sau pv đó cũng đột ngột qua đời luôn",42,Không ủng hộ
254,Nếu được như bạn nói chắc xử hai ông yotube đó rồi,13,Không liên quan
255,ổng bịt miệng được thì đâu có chuyện bị lôi lên khắp mạng xã hội,15,Không ủng hộ
256,Thế mà cũng nghĩ ra Được,6,Không liên quan
257,thế thì cả nhà Kim Sae Ron niệm lâu rồi,11,Không ủng hộ
258,2 ông youtube này cũng có chống lưng chính trị nhá mới dám lên công kích thế này đấy.không phải dễ động vào đâu.không bịt miệng nổi nên đành chịu trận,35,Trung lập
259,quen biết bên chính trị thì lại chẳng bị bóc phốt để đậy vụ thả bom đâu kìa,18,Không liên quan
260,muốn đòi lại công bằng cho con hôm họp báo mẹ kêu sức khỏe không tốt cần dưỡng bệnh nên vắng mặt bố bận việc riêng không đến bố mẹ tốt q ạ,35,Không ủng hộ
261,"Rồi cuối cùng họp báo là ai muốn tổ chức mà cả bố mẹ đều không đến vậy, thế họp báo làm gì trời",26,Trung lập
262,sợ đến người ta nói đúng quá khóc á,9,Không ủng hộ
263,Là ai tổ chức họp báo vậy?,9,Trung lập
264,"Nói vậy là chính cha mẹ và hàng xóm con bé này lúc đó cũng biết, vậy sao không ngăn cản? không tố giác ngay lúc đó luôn đi .",34,Trung lập
265,Tôi không bênh ai chả tin ai nhưng có câu này tôi phải nói.Những người được gọi là bố là mẹ thật là tệ.,27,Trung lập
266,"Có luật sư, ba thì bận đi làm, mẹ thì nói sức khỏe không tốt. không đến được. hài",26,Không liên quan
267,ý là chứng mình có hẹn hò để làm gì á ? trong khi gia đình biết và cho phép ạ????,25,Trung lập
268,"Phủ nhận chuyện hẹn hò thì sao? Không yêu nữa, không muốn nhắc đến nữa thì phủ nhận. Ép người ta phải nhớ đến quá khứ để làm gì?",35,Ủng hộ
269,công ty này quyền lực :tất cả là do những người ởcái công ty của ông này muốn bảo vệ cái máy in tiền là ông này .,30,Không ủng hộ
270,Người ta mà thao túng được thì vụ này không có đâu,12,Trung lập
271,"Thật sự là bố bận đến mức không có thời gian để làm sang tỏ sự oan ức của con mình , bệnh nặng đến mức không đến được. Đây là thứ mà bố mẹ làm cho con sao ?????:",46,Không ủng hộ
272,Lúc đầu là Kim soo hyun chối rồi đòi kiện nên viện Garosero mới tung ảnh mà,19,Không ủng hộ
273,"Chưa khi nào thấy yêu ai, yêu 1 phát bị kéo xuống thê thảm luôn,sau này tình yêu với anh liệu có còn dám yêu, đau lòng cho sự bất công này. Vì cô ấy chớt năm 2025 thì 10 năm trước anh có tội gì ?",56,Ủng hộ
274,"Giờ em ấy mất rồi thừa nhận để làm gì nữa à, ngày xưa yêu sao không cấm cản đi",21,Không ủng hộ
275,tao nghĩ hẹn hò là riêng tư nên không được công khai ra chứ : trừ khi người nổi tiếng tự ckhai,23,Trung lập
276,"Câu chuyện cho ta thấy rằng không chỉ tìm người yêu mà phải tìm hiểu cả gia đình, bối cảnh nhà người yêu",25,Trung lập
277,Chả thấy anh sai chỗ nào,6,Ủng hộ
278,ủa sao lúc đó gia đình không lên tiếng ạ. sao không phản đối ngay từ lúc quen ạ. Giờ mới lên nói là sao,27,Trung lập
279,Đâu ai muốn rắc rối đâu mà nhào vô vụ này,11,Trung lập
280,Thì đã từng mà có phải đang diễn ra đâu,10,Trung lập
281,"Việc diễn viên chối hẹn hò là chuyện bình thường , ít thừa nhận lắm.",17,Trung lập
282,bố mẹ gì mà việc liên quan đến con của mình lại bảo bận với chả sk không tốt lại đòi người yêu có hiếu với con mình ?!,30,Không ủng hộ
283,"gia đình gì kì lạ , rồi ba mẹ con bé đó đâu???",17,Trung lập
284,"Cô gái mà cần người yêu cũ xin lỗi thì đã tự đòi rồi, giờ gia đình lồng lên đòi gì nhỉ, con gái mất rồi còn đâu, làm gì còn người nhận.",41,Trung lập
285,"Chắc con Dispatch không phải truyền thông, mà Dispacth cũng lên tiếng đó.",18,Trung lập
286,Bố mẹ thì không đến nhg bắt người yêu cũ phải có trách nhiệm với con gái mình,19,Không ủng hộ
287,thứ tao cần là hẹn hò khi bnh tuổichứ yêu nhau hay không thì bình thường,19,Trung lập
288,Ghê chưa. Làm được vậy thì bố của chaebol rồi,15,Không liên quan
289,có 1 thắc mắc là khoản nợ đó là sau khi chia tay vậy có cần phải trả không ạ,21,Trung lập
290,làm như có nhiều nghệ sĩ hàn hẹn hò mà dám công khai lắm,14,Trung lập
291,ê tao nói thất ấy mỗi thế là quay ra trách Kim Soo Hyun à pv không muốn đưa tin vì họ muốn bình thường sự thật từ 2 phía họ có đạo đức nên họ mới thế.còn chỉ cần gia đình Kim Sae Ron lên thời gian là tin gia đình Kim Sae Ron à ?,61,Trung lập
292,chuyện riêng tư của người khác thì ai dám lên tiếng,11,Trung lập
293,Cả giới giải trí biết nhưng bố mẹ không biết cgai mất rồi thì công bố ảnh riêng tư của con để nhận tiền,25,Không ủng hộ
294,Con Gái thì mất Bố Mẹ định làm gì mà không cho Con Gái yên nghỉ,16,Không ủng hộ
295,Kèo này ai thua ai thắng cũng thiệt,9,Trung lập
296,Cảm giác gia đình này như mẹ của diễn viên Tang Mo bên thái ấy,15,Trung lập
297,. Mặt trái của sự thật là đây rồi,9,Không ủng hộ
298,cái drama hài nhất của năm,6,Không liên quan
299,ý là chỉ có cái 700 triệu gì đó là vô lý thôi=,15,Trung lập
300,Vậy là phải coi gia đình này đối xử với con gái ra sao tới nhờ người ta người ta mới không giúp,23,Không ủng hộ
301,Ua không được hẹn hò àh,8,Trung lập
302,đang tin PT 16toi đi bạn oi,8,Không liên quan
303,chưa chốt deal thành công rồi,7,Trung lập
304,như trong phim luôn á,5,Trung lập
305,Thật vậy sao?,4,Trung lập
306,Vụ này là sao vậy mọi người,7,Trung lập
307,Ảnh được minh oan chưa mọi người,7,Trung lập
308,Rồi chuyện này ai đúng ai sai dị mọi người,10,Trung lập
309,Trong lúc em khủng hoảng gia đình đã ở đâu làm gì. Nay em mất rồi thì đấu tranh kêu gào mạnh mẽ thế,26,Không ủng hộ
310,hẹn hò Chia tay mà gặp Gia đình Người yêu cũ vậy chịu,13,Không liên quan
311,Gia đình trốn hết đẩy bà dì voies ông chú hàng xóm và kênh ga rô chuyên gây scandel và bán mỹ phẩm lêb,28,Không liên quan
312,Rồi dì hàng xóm đâu ông chú hàng xomz đâu rồi đi kiện mà không có người nhà à lấy lại danh dự dữ chưa gia đình bòn tiền không biết đủ luôn,36,Không ủng hộ
313,Thế thì phải ủng hộ caro Siro đi lấy lại công bằng cho em nổ,15,Không ủng hộ
314,đúng rồi còn gì ai bảo không thừa nhận từ đầu.,12,Không ủng hộ
315,Vấn đề là hẹn hò thì làm sao. Chia tay 4 năm rồi còn ép người ta phải nhận mối quan hệ và công nhận con bà là người đồng sáng lập công ty khi không bỏ vốn?,41,Ủng hộ
